"Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
173,"JM Poterba, LH Summers","Unemployment benefits and labor market transitions: A multinomial logit model with errors in classification",1995,"The Review of Economics and Statistics","JSTOR","https://www.jstor.org/stable/2109860","https://scholar.google.com/scholar?cites=7699753871632062642&as_sdt=2005&sciodt=0,5&hl=en",342,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,173,6.41,87,2,27,"… the effect of unemployment insurance on the duration of … We focus on the effect of unemployment insurance (UI) benefits … The first is the unemployment benefit replacement rate. A …","","https://scholar.google.com/scholar?q=related:sliR6FkF22oJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
37,"JO Hairault, F Langot, S Ménard…","Optimal unemployment insurance for older workers",2012,"Journal of Public …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272712000151","https://scholar.google.com/scholar?cites=12532707338052424171&as_sdt=2005&sciodt=0,5&hl=en",191,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,37,3.7,9,4,10,"… the unemployment insurance agency takes advantage of the retirement period to tax pensions at a rate dependent on the length of … replacement rate for individuals who are eligible for …","https://hal.archives-ouvertes.fr/hal-01292095/file/12-07.pdf","https://scholar.google.com/scholar?q=related:69GLPuwe7a0J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
7,"JPZ Chahad, R Fernandes","Unemployment insurance and transitions in the labor market: An evaluation of the Brazilian program",2002,"Brazilian Review Of …","bibliotecadigital.fgv.br","https://bibliotecadigital.fgv.br/ojs/index.php/bre/article/view/2737/0","https://scholar.google.com/scholar?cites=17984857334435801493&as_sdt=2005&sciodt=0,5&hl=en",380,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,7,0.35,4,2,20,"… Unemployment Insurance (UI) program on individual transitions among different labor market states in order to verify whether the VI affects the duration of … a higher replacement rate. Our …","https://bibliotecadigital.fgv.br/ojs/index.php/bre/article/download/2737/1677","https://scholar.google.com/scholar?q=related:lekfM3UMl_kJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
7,"JR Neill","A welfare-theoretic evaluation of unemployment insurance",1989,"Public Finance Quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/109114218901700405","https://scholar.google.com/scholar?cites=8889446548243822733&as_sdt=2005&sciodt=0,5&hl=en",137,"2022-08-15 21:28:05","","10.1177/109114218901700405",NA,NA,NA,NA,NA,NA,7,0.21,7,1,33,"… duration is unaffected by WBA (MCL), the other under the assumption that the increase in duration per $1 increase in WBA … a maximum weekly benefit amount, the average WBA for one …","","https://scholar.google.com/scholar?q=related:jTjljYmoXXsJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
405,"JS Costain, M Reiter","Business cycles, unemployment insurance, and the calibration of matching models",2008,"Journal of Economic Dynamics and control","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165188907001200","https://scholar.google.com/scholar?cites=6086339766589285264&as_sdt=2005&sciodt=0,5&hl=en",64,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,405,28.93,203,2,14,"… benefit duration rather than to benefit levels per se. Also, LN99 ran a GLS regression with random country effects and fixed time … The standard errors on our policy estimates are far from …","https://www.econstor.eu/bitstream/10419/76544/1/cesifo_wp1008.pdf","https://scholar.google.com/scholar?q=related:kGPjWcUFd1QJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
160,"JS Flemming","Aspects of optimal unemployment insurance: Search, leisure, savings and capital market imperfections",1978,"Journal of Public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/0047272778900543","https://scholar.google.com/scholar?cites=14347478898868377902&as_sdt=2005&sciodt=0,5&hl=en",924,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,160,3.64,160,1,44,"… For ‘reasonable’ parameter values the optimal replacement rate (ratio of benefits to gross … Since most people work for about 40 years we took 7;;i‘=20, although with a mean duration …","","https://scholar.google.com/scholar?q=related:Lll21Qp8HMcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
36,"JT Addison, JAF Machado…","The Reservation Wage Unemployment Duration Nexus*",2013,"Oxford Bulletin of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-0084.2012.00717.x","https://scholar.google.com/scholar?cites=6772915531728027690&as_sdt=2005&sciodt=0,5&hl=en",732,"2022-08-15 21:28:05","","10.1111/j.1468-0084.2012.00717.x",NA,NA,NA,NA,NA,NA,36,4,12,3,9,"… , unemployment insurance rules can be manipulated via changes in the replacement rate and/or the maximum duration … ‘social help’ for unemployment insurance benefits proper, etc. In …","https://dro.dur.ac.uk/12506/1/12506.pdf","https://scholar.google.com/scholar?q=related:KgBgqso6_l0J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
201,"JT Addison, MKL Blackburn","The effects of unemployment insurance on postunemployment earnings",2000,"Labour economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0927537199000263","https://scholar.google.com/scholar?cites=1716247470616034720&as_sdt=2005&sciodt=0,5&hl=en",151,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,201,9.14,101,2,22,"… Given the universal finding that unemployment insurance (UI) extends the length of unemployment … Instead of using the actual replacement rate of zero, we used the replacement rate …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.462.1333&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:oD27QPtV0RcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
51,"JT Addison, P Portugal","How do different entitlements to unemployment benefits affect the transitions from unemployment into employment?",2008,"Economics Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165176508002334","https://scholar.google.com/scholar?cites=7828658225991599382&as_sdt=2005&sciodt=0,5&hl=en",148,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,51,3.64,26,2,14,"… and potential duration of unemployment insurance benefits. … However, the unemployment insurance replacement rate is in … the role of potential benefit duration. Under Portuguese law, …","https://www.econstor.eu/bitstream/10419/34722/1/545572088.pdf","https://scholar.google.com/scholar?q=related:FkUrtC37pGwJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
88,"JW Budd, BP McCall","The effect of unions on the receipt of unemployment insurance benefits",1997,"ILR Review","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/001979399705000306","https://scholar.google.com/scholar?cites=14704515908655338547&as_sdt=2005&sciodt=0,5&hl=en",246,"2022-08-15 21:28:05","","10.1177/001979399705000306",NA,NA,NA,NA,NA,NA,88,3.52,44,2,25,"… payment and the duration of payments are also typically linked to the unemployed worker's employment and earnings history, with a minimum and a maximum weekly benefit amount.2 …","","https://scholar.google.com/scholar?q=related:M1R7oU_vEMwJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
40,"JW Budd, BP McCall","Unions and unemployment insurance benefits receipt: Evidence from the current population survey",2004,"… Relations: A Journal of Economy and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0019-8676.2004.00332.x","https://scholar.google.com/scholar?cites=15403589036223784696&as_sdt=2005&sciodt=0,5&hl=en",681,"2022-08-15 21:28:05","","10.1111/j.0019-8676.2004.00332.x",NA,NA,NA,NA,NA,NA,40,2.22,20,2,18,"… 6 We also include those who lost part-time jobs in the sample. Thus it … unemployment insurance benefits). Reported estimates are the estimated marginal effects (with standard errors in …","","https://scholar.google.com/scholar?q=related:-GY44p2KxNUJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
149,"JW Hsu, DA Matsa, BT Melzer","Unemployment insurance as a housing market stabilizer",2018,"American Economic Review","aeaweb.org","https://www.aeaweb.org/articles?id=10.1257%2Faer.20140989&utm_source=TrendMD&utm_medium=cpc&utm_campaign=American_Economic_Review_TrendMD_1","https://scholar.google.com/scholar?cites=12476302241143624597&as_sdt=2005&sciodt=0,5&hl=en",153,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,149,37.25,50,3,4,"… unemployment insurance (UI) on the housing market. Exploiting heterogeneity in UI generosity across US states and over time, … isolate differences in benefit duration alone by replacing …","","https://scholar.google.com/scholar?q=related:lZPGOcm6JK0J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
108,"K Burdett, R Lagos, R Wright","An on‐the‐job search model of crime, inequality, and unemployment",2004,"International Economic Review","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0020-6598.2004.00283.x","https://scholar.google.com/scholar?cites=16645941468650874076&as_sdt=2005&sciodt=0,5&hl=en",860,"2022-08-15 21:28:05","","10.1111/j.0020-6598.2004.00283.x",NA,NA,NA,NA,NA,NA,108,6,36,3,18,"… For example, we find that increasing the unemployment insurance replacement rate from 53 … We assume for simplicity that the release rate ρ does not depend on time served, and that ex…","https://www.academia.edu/download/146536/1nplupkfb4wyan9.pdf","https://scholar.google.com/scholar?q=related:3CThXpJDAucJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
303,"K Carling, B Holmlund, A Vejsiu","Do benefit cuts boost job finding? Swedish evidence from the 1990s",2001,"The Economic Journal","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-0297.00659","https://scholar.google.com/scholar?cites=18162102950724740281&as_sdt=2005&sciodt=0,5&hl=en",394,"2022-08-15 21:28:05","","10.1111/1468-0297.00659",NA,NA,NA,NA,NA,NA,303,14.43,101,3,21,"… cut the replacement rate in unemployment insurance from 80… 1990s, the maximum replacement rate among workers eligible … We control for time effects by the time dummy and for group …","https://www.econstor.eu/bitstream/10419/82203/1/wp99-08.pdf","https://scholar.google.com/scholar?q=related:uaQFIGjADPwJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
325,"K Carling, PA Edin, A Harkman, B Holmlund","Unemployment duration, unemployment benefits, and labor market programs in Sweden",1996,"Journal of Public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/0047272795014993","https://scholar.google.com/scholar?cites=12724102647020931202&as_sdt=2005&sciodt=0,5&hl=en",538,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,325,12.5,81,4,26,"… The framework is a standard search model augmented to account for two institutional features of the Swedish unemployment insurance (UI) system: the fixed benefit period and the …","https://www.researchgate.net/profile/Kenneth-Carling/publication/4750258_Unemployment_Duration_Unemployment_Benefits_and_Labour_Market_Programmes_in_Sweden/links/59e9e4030f7e9bc89bcaea14/Unemployment-Duration-Unemployment-Benefits-and-Labour-Market-Programmes-in-Sweden.pdf","https://scholar.google.com/scholar?q=related:gkhKOfEXlbAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
10,"K Farrants, C Bambra","Neoliberalism and the recommodification of health inequalities: A case study of the Swedish welfare state 1980 to 2011",2018,"Scandinavian Journal of Public …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1403494817709191","https://scholar.google.com/scholar?cites=2307147600380599902&as_sdt=2005&sciodt=0,5&hl=en",978,"2022-08-15 21:28:05","","10.1177/1403494817709191",NA,NA,NA,NA,NA,NA,10,2.5,5,2,4,"… The net replacement rate in the Swedish unemployment insurance was well above the … remains from other time-varying factors that we missed by controlling for time. Further, we have …","https://eprints.ncl.ac.uk/file_store/production/240224/25D651A9-930D-429A-804D-014A45D89509.pdf","https://scholar.google.com/scholar?q=related:Xp4UzYSiBCAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
69,"K Kroft","Takeup, social multipliers and optimal social insurance",2008,"Journal of Public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272707001028","https://scholar.google.com/scholar?cites=5010834935111570193&as_sdt=2005&sciodt=0,5&hl=en",177,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,69,4.93,69,1,14,"… the optimal provision of unemployment insurance (UI) in a … optimal replacement rate in terms of the takeup and duration … takeup and yield an optimal replacement rate around 60% of …","http://www.korykroft.com/files/JPubE_final.pdf","https://scholar.google.com/scholar?q=related:EVNxL9MPikUJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
251,"K Kroft, MJ Notowidigdo","Should unemployment insurance vary with the unemployment rate? Theory and evidence",2016,"The Review of Economic Studies","academic.oup.com","https://academic.oup.com/restud/article-abstract/83/3/1092/2461292","https://scholar.google.com/scholar?cites=12069152170718141448&as_sdt=2005&sciodt=0,5&hl=en",41,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,251,41.83,126,2,6,"… duration and D B = ∑ t = 0 B − 1 S t be the worker's expected benefit duration (ie the length of time … We define the elasticity of unemployment duration and benefit duration with respect to …","https://www.nber.org/system/files/working_papers/w17173/w17173.pdf","https://scholar.google.com/scholar?q=related:CBzKQ_Q9fqcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
130,"K Mitman, S Rabinovich","Optimal unemployment insurance in an equilibrium business-cycle model",2015,"Journal of Monetary Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304393214001664","https://scholar.google.com/scholar?cites=275720673137677714&as_sdt=2005&sciodt=0,5&hl=en",83,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,130,18.57,65,2,7,"… the average replacement rate of unemployment insurance. A benefit duration scheme that … 1(b) illustrates the same result for the optimal duration of benefits: optimal benefit duration is …","https://www.amherst.edu/system/files/media/MitmanRabinovichJMEWeb.pdf","https://scholar.google.com/scholar?q=related:klWay32O0wMJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
18,"K Mitman, S Rabinovich","Whether, when and how to extend unemployment benefits: Theory and application to COVID-19",2021,"Journal of Public Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047272721000839","https://scholar.google.com/scholar?cites=7692991483173611405&as_sdt=2005&sciodt=0,5&hl=en",885,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,18,18,9,2,1,"… response of unemployment insurance to … duration with respect to unemployment benefits of 0.12 . Finally, we normalize the wage to 1, so that b is interpreted as a replacement rate. We …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8677353/","https://scholar.google.com/scholar?q=related:jSerpv7-wmoJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
28,"K Nelson, D Fredriksson, T Korpi…","The social policy indicators (SPIN) database",2020,"… Journal of Social …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/ijsw.12418","https://scholar.google.com/scholar?cites=727196515188282020&as_sdt=2005&sciodt=0,5&hl=en",958,"2022-08-15 21:28:05","","10.1111/ijsw.12418",NA,NA,NA,NA,NA,NA,28,14,7,4,2,"… Typically, we also lack information on benefit duration (eg, whether benefits are received for one … Besides unemployment insurance, the various benefit packages in the dataset include …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ijsw.12418","https://scholar.google.com/scholar?q=related:pBKzsWCFFwoJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
48,"K Røed, L Westlie","Unemployment insurance in welfare states: the impacts of soft duration constraints",2012,"Journal of the European Economic …","academic.oup.com","https://academic.oup.com/jeea/article-abstract/10/3/518/2298448","https://scholar.google.com/scholar?cites=14569742584239494223&as_sdt=2005&sciodt=0,5&hl=en",261,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,48,4.8,24,2,10,"… Most of the results are illustrated graphically, and, for expository reasons, without confidence intervals (we report standard errors or confidence intervals for the key results, though). …","https://www.sv.uio.no/esop/english/publications/articles/2012/roed-unemployment.pdf","https://scholar.google.com/scholar?q=related:TxR6wq8fMsoJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
25,"K Røed, P Jensen, A Thoursie","Unemployment duration and unemployment insurance: a comparative analysis based on Scandinavian micro data",2008,"Oxford Economic Papers","academic.oup.com","https://academic.oup.com/oep/article-abstract/60/2/254/2361983","https://scholar.google.com/scholar?cites=7069315314109579989&as_sdt=2005&sciodt=0,5&hl=en",230,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,25,1.79,8,3,14,"… 4 In the period covered by our data, the maximum benefit duration period in Norway is three years. In order to improve job search incentives and reduce costs, it was reduced to two …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.911.4467&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:1QK7xtJAG2IJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
278,"K Røed, T Zhang","Does unemployment compensation affect unemployment duration?",2003,"The Economic Journal","academic.oup.com","https://academic.oup.com/ej/article-abstract/113/484/190/5079524","https://scholar.google.com/scholar?cites=8069264038268716819&as_sdt=2005&sciodt=0,5&hl=en",481,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,278,14.63,139,2,19,"… The Norwegian unemployment insurance system is … cut‐off period, after which a new 80‐week period could start at a … variable, without correcting standard errors for the fact that it is ‘…","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.198.6351&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:E0fX1-PI-28J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
92,"K Røed, T Zhang","Unemployment duration and economic incentives—a quasi random-assignment approach",2005,"European economic review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0014292104000595","https://scholar.google.com/scholar?cites=40062434119986184&as_sdt=2005&sciodt=0,5&hl=en",570,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,92,5.41,46,2,17,"… unemployment insurance replacement ratio, but that the effects vary considerably among individuals. There is negative duration … of interest together with their standard errors. The first …","","https://scholar.google.com/scholar?q=related:CCyPUpJUjgAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
0,"K Sehnbruch, R Carranza Navarrete…","Unemployment Insurance in Transition and Developing Countries: Moral Hazard vs. Liquidity Constraints in Chile",2022,"The Journal of …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/00220388.2022.2096444","",974,"2022-08-15 21:28:05","","10.1080/00220388.2022.2096444",NA,NA,NA,NA,NA,NA,0,0,0,3,1,"… developed during this transition period to becoming a country … of the Chilean unemployment insurance system and … month of unemployment the replacement rate is maintained constant …","https://www.tandfonline.com/doi/pdf/10.1080/00220388.2022.2096444",""
272,"K Tatsiramos","Unemployment insurance in Europe: unemployment duration and subsequent employment stability",2009,"Journal of the European economic association","academic.oup.com","https://academic.oup.com/jeea/article-abstract/7/6/1225/2295832","https://scholar.google.com/scholar?cites=3295913496171740718&as_sdt=2005&sciodt=0,5&hl=en",48,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,272,20.92,272,1,13,"… effect of unemployment insurance on unemployment and subsequent employment duration in … Given our data, the exact benefit duration is not available. What is observed is whether the …","https://www.econstor.eu/bitstream/10419/33875/1/516439251.pdf","https://scholar.google.com/scholar?q=related:Ln67vdxvvS0J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
63,"K Tatsiramos","Geographic labour mobility and unemployment insurance in Europe",2009,"Journal of population Economics","Springer","https://link.springer.com/article/10.1007/s00148-008-0194-7","https://scholar.google.com/scholar?cites=16165364543582139619&as_sdt=2005&sciodt=0,5&hl=en",181,"2022-08-15 21:28:05","","10.1007/s00148-008-0194-7",NA,NA,NA,NA,NA,NA,63,4.85,63,1,13,"… relatively short duration, … unemployment insurance, although Spain resembles more to the Continental countries. In particular, for the UK, the flat rate corresponds to a replacement rate …","https://www.econstor.eu/bitstream/10419/20517/1/dp1253.pdf","https://scholar.google.com/scholar?q=related:43TolGfpVuAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
26,"K Tatsiramos","Unemployment benefits and job match quality",2014,"IZA World of Labor","econstor.eu","https://www.econstor.eu/handle/10419/125266","https://scholar.google.com/scholar?cites=3997383131093686104&as_sdt=2005&sciodt=0,5&hl=en",386,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,26,3.25,26,1,8,"… Unemployment insurance (UI) provides the unemployed … benefit duration at the individual level due to different employment histories, create substantial variation in the maximum period …","https://www.econstor.eu/bitstream/10419/125266/1/iza-wol-044.pdf","https://scholar.google.com/scholar?q=related:WFf6V8eOeTcJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
7,"K Tatsiramos","Do unemployment benefits help those seeking work to obtain better jobs?",2014,"IZA World of Labor","nottingham-repository.worktribe.com","https://nottingham-repository.worktribe.com/index.php/outputs?Year=2014&Type=Journal+Article&page=56","https://scholar.google.com/scholar?cites=6873938280425290906&as_sdt=2005&sciodt=0,5&hl=en",603,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,7,0.88,7,1,8,"… Unemployment insurance (UI) provides the unemployed … benefit duration at the individual level due to different employment histories, create substantial variation in the maximum period …","https://nottingham-repository.worktribe.com/index.php/preview/729840/unemployment-benefits-and-job-match-quality.pdf","https://scholar.google.com/scholar?q=related:mny1RHIiZV8J:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
93,"K Tatsiramos","Job displacement and the transitions to re-employment and early retirement for non-employed older workers",2010,"European Economic Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S001429210900110X","https://scholar.google.com/scholar?cites=13893219664011388548&as_sdt=2005&sciodt=0,5&hl=en",827,"2022-08-15 21:28:05","","",NA,NA,NA,NA,NA,NA,93,7.75,93,1,12,"… aged at least 55 at the time of restructuring, who may draw them … replacement rate for unemployment insurance recipients is 70% for the first 180 days and 60% thereafter. The duration …","","https://scholar.google.com/scholar?q=related:hObey6yhzsAJ:scholar.google.com/&scioq=duration+%22standard+error%22%7C%22standard+errors%22%7Cpbd%7C%22benefit+duration%22%7Cwba%7C%22weekly+benefit+amount%22%7C%22replacement+rate%22+%22unemployment+insurance%22&hl=en&as_sdt=0,5"
