"","paper_id","reform_id","estimate_id","authors","paper_name","title","year","journal","impact_factor","url","pbd_vs_rr","margin_outcome_identifier","margin_outcome_sample_size","research_design","running_var","reform_size","reform_units","coef_type_nonemp","reg_outcome_nonemp","level_partial_effect_nonemp","raw_coef_nonemp","raw_se_nonemp","implied_elasticity_nonemp","source_nonemp","description_nonemp","coef_type_claimed","reg_outcome_claimed","level_partial_effect_claimed","raw_coef_claimed","raw_se_claimed","implied_elasticity_claimed","source_claimed","description_claimed","sample_size_unique","other_elasticity_nonemp","other_elasticity_details_nonemp","other_elasticity_claimed","other_elasticity_details_claimed","other_elasticities_preferred","estimate_label","include","mean_nonemp_dur","mean_claimed_dur","mean_pbd","mean_rr","pbd_source","rr_source","eyeballed_hazard_mean","eyeballed_hazard_range","admin","sample_year_range","sample_year","sample_country","us_country","sample_state","country_tax_wedge","macro_treatment","ue_contemporaneous","ue_rate_avg_91_21","ue_deviation","estimates_per_study_margin","estimate_study_num","paper_name_long","design_DID","design_RDD_RKD","PBD_indicator","impact_factor_z","ue_measure","elasticity","se","tstat","hazard","ue_measure_nonemp"
"54",48,44,1,"LF Katz, BD Meyer","Katz & Meyer '90 JPubEc","The impact of the potential duration of unemployment benefits on the duration of unemployment",1990,"Journal of Public Economics",37.117,"https://www.sciencedirect.com/science/article/pii/004727279290056L","PBD",NA,NA,"cross-sectional",NA,NA,NA,NA,NA,0.2,NA,NA,0.41925,"Table 3 Column 1 Rows 1 and 5","Scale given percentage change by percentage change going from 39 to 35 PBD","log-level","hazard",0.225,"-0.0247",0.0153,0.5265,"Table 3 Column 2 Rows 1 and 5","Scale given percentage change by percentage change going from 39 to 35 PBD","3365.0",NA,NA,NA,NA,NA,"Applies to both PBD and RR","Yes",NA,NA,34.3,0.6123058542,"Sample-based, drawn from Moffitt 1985 using same data (Section 4 published pg 57)","Sample-based, drawn from Moffitt 1985 using same data (Section 4 published pg 57)",NA,NA,1,"1978-1983",1980,"USA",1,"12 states (GA, ID, LA, MO, NM, NY, NC, PA, SC, VT, WA, WI)",28.40886,0,7.175,6.12299382716049,1.05200617283951,1,1,"Katz & Meyer '90 JPubEc(NA)",0,0,1,-0.133211953527516,"claimed",0.5265,0.326131578940767,1.614379085,1,FALSE
"55",49,44,1,"LF Katz, BD Meyer","Katz & Meyer '90 QJE","Unemployment insurance, recall expectations, and unemployment outcomes",1990,"The Quarterly Journal of Economics",156.504,"https://academic.oup.com/qje/article-abstract/105/4/973/1929213","RR",NA,NA,"cross-sectional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 6 Column 1 Row 3 and Table 1",NA,"log-level","hazard",NA,"0.381",0.322,0.4118078736,"Table 6 Column 1 Row 3 scaled by MO WBA in Table 1","Exponentiate hazard and scale the 100's coefficient by the WBA","756.0",NA,NA,NA,NA,NA,"Unique","Yes",NA,NA,22.92,0.34371976,"Sample-based, Missouri estimate used for main elasticity (Table 1)","Sample-based, WBA/Prior wage for Missouri estimate used for main elasticity (Table 1)",0.06,0.1,1,"1979-1981",1980,"USA",1,"MO",28.40886,0,7.175,6.12299382716049,1.05200617283951,1,1,"Katz & Meyer '90 QJE(NA)",0,0,0,3.07927766331372,"claimed",0.4118078736,0.348037100424178,1.183229814,1,FALSE
"56",52,50,1,"M Caliendo, K Tatsiramosâ€¦","Caliendo & Tatsiramos '13 JAE","Benefit duration, unemployment duration and job match quality: a regressionâ€discontinuity approach",2013,"Journal of Applied Econometrics",41.17,"https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2293","PBD","Men",2241,"RDD","age","6.0","months","log-level","hazard",0.6833333333,-0.217,0.148,0.8453608247,"Text for elasticities (pg 624) and Table V for SEs","Given",NA,NA,NA,NA,NA,NA,NA,NA,"2241.0",NA,NA,NA,NA,NA,"Applies to both Men and Women","Yes",NA,NA,48,0.6,"Rules-based (abstract)","Rules-based (Section 3)",0.05,0.15,1,"2001-2003",2002,"Germany",0,NA,48.09457,0,8.65386251,5.44865136740741,3.20521114259259,2,1,"Caliendo & Tatsiramos '13 JAE(Men)",0,1,1,-0.0241530072682286,"nonemp",0.8453608247,0.576559456562442,1.466216216,1,TRUE
"57",52,50,1,"M Caliendo, K Tatsiramosâ€¦","Caliendo & Tatsiramos '13 JAE","Benefit duration, unemployment duration and job match quality: a regressionâ€discontinuity approach",2013,"Journal of Applied Econometrics",41.17,"https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.2293","PBD","Women",2776,"RDD","age","6.0","months","log-level","hazard",0.4833333333,-0.303,0.132,0.6041666667,"Text for elasticities (pg 624) and Table V for SEs","Given",NA,NA,NA,NA,NA,NA,NA,NA,"2776.0",NA,NA,NA,NA,NA,"Applies to both Men and Women","Yes",NA,NA,48,0.6,"Rules-based (abstract)","Rules-based (Section 3)",0.05,0.15,1,"2001-2003",2002,"Germany",0,NA,48.09457,0,8.65386251,5.44865136740741,3.20521114259259,2,2,"Caliendo & Tatsiramos '13 JAE(Women)",0,1,1,-0.0241530072682286,"nonemp",0.6041666667,0.263201320198654,2.295454545,1,TRUE
"58",53,51,1,"M Centeno, AA Novo","Centeno & Novo '09 PEJ","Reemployment wages and UI liquidity effect: a regression discontinuity approach",2009,"Portuguese Economic Journal",13.047,"https://link.springer.com/article/10.1007/s10258-009-0038-8","PBD","Age 30",15497,"RDD","age","6.0","months","level-level","duration",0.2416666667,43.5,5.59,0.435,"Figure 1, Table 2 Column 2","Scale partial effect by group-specific PBD and eyeballed duration from Figure 1",NA,NA,NA,NA,NA,NA,NA,NA,"15497.0",NA,NA,NA,NA,NA,"Age 30","Yes",NA,NA,48,0.678,"Rules-based (Table 1)","Sample-based, 25-29 years old for the age 30 cutoff and 35-39 years old for the age 40 cutoff (Table 2)",NA,NA,1,"1999-2002",2000,"Portugal",0,NA,41.83687,0,3.81,7.84258064516129,-4.03258064516129,2,1,"Centeno & Novo '09 PEJ(Age 30)",0,1,1,-0.780892396769817,"nonemp",0.435,0.0558999999970572,7.781753131,0,TRUE
"59",53,51,2,"M Centeno, AA Novo","Centeno & Novo '09 PEJ","Reemployment wages and UI liquidity effect: a regression discontinuity approach",2009,"Portuguese Economic Journal",13.047,"https://link.springer.com/article/10.1007/s10258-009-0038-8","PBD","Age 40",11891,"RDD","age","6.0","months","level-level","duration",0.2005555556,36.1,8.1,0.4011111111,"Figure 1, Table 2 Column 4","Scale partial effect by group-specific PBD and eyeballed duration from Figure 1",NA,NA,NA,NA,NA,NA,NA,NA,"11891.0",NA,NA,NA,NA,NA,"Age 40","Yes",NA,NA,72,0.671,"Rules-based (Table 1)","Sample-based, 25-29 years old for the age 30 cutoff and 35-39 years old for the age 40 cutoff (Table 2)",NA,NA,1,"1999-2002",2000,"Portugal",0,NA,41.83687,0,3.81,7.84258064516129,-4.03258064516129,2,2,"Centeno & Novo '09 PEJ(Age 40)",0,1,1,-0.780892396769817,"nonemp",0.4011111111,0.0900000000067313,4.456790123,0,TRUE
"60",56,54,1,"N De Groot, B Van der Klaauw","De Groot et al '19 Labour Econ.","The effects of reducing the entitlement period to unemployment insurance benefits",2019,"Labour Economics",19.287,"https://www.sciencedirect.com/science/article/pii/S0927537119300107","PBD",NA,NA,"DID","claim timing",NA,NA,"log-level","hazard",0.1071428571,-0.01,0.002,0.4065789474,"Text (pg 207) and Table 2","Scale finding in conclusion that ""a 10-week extension of benefits increases the non-employment time with 6-9 days"" by the average PBD and time nonemployed in the pre-period",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique","Yes",21.71428571,23.71428571,82.4,0.7,"Sample-based (Table 2)","Rules-based (Table 1)",NA,NA,1,"2006.0",2006,"Netherlands",0,NA,35.32813,0,5,5.01483870967742,-0.0148387096774192,1,1,"De Groot et al '19 Labour Econ.(NA)",1,0,1,-0.612985210819175,"nonemp",0.4065789474,0.08131578948,5,1,TRUE
"61",58,56,1,"P Portugal, JT Addison","Portugal & Addison '90 ILRR","Problems of sample construction in studies of the effects of unemployment insurance on unemployment duration",1990,"ILR Review",5.387,"https://journals.sagepub.com/doi/abs/10.1177/001979399004300409","RR",NA,NA,"cross-sectional",NA,NA,NA,"log-level","hazard",NA,1.357,0.696,0.5958629557,"Table 3 Column 3 and Table 1","Column 3 is the benchmark sample and contains the hazard coefficient. Scale it down by 100, as the text of pg 471 suggests, before applying a log transformation. Scale the 1 ppt RR change by the weighted average replacement rate in Table 1.",NA,NA,NA,NA,NA,NA,NA,NA,"1924.0",NA,NA,NA,NA,NA,"Unique","Yes",NA,NA,26.48,0.4361305595,"External data (DOL ETA for US in 1984)","Sample-based, weighted average of RR for recipients with completed vs. uncompleted spells (Table 2)",NA,NA,0,"1984.0",1984,"USA",1,NA,28.40886,0,7.50833333333333,6.12299382716049,1.38533950617284,1,1,"Portugal & Addison '90 ILRR(NA)",0,0,0,-0.987009230805381,"nonemp",0.5958629557,0.305615782681461,1.949712644,1,TRUE
"62",61,59,1,"R Chetty","Chetty '08 JPE","Moral hazard versus liquidity and optimal unemployment insurance",2008,"Journal of Political Economy",64.337,"https://www.journals.uchicago.edu/doi/abs/10.1086/588585","RR",NA,NA,"cross-sectional",NA,NA,NA,"log-log","hazard",0.1968183673,-0.527,0.267,0.527,"Table 2 Column 1","negative of hazard effect",NA,NA,NA,NA,NA,NA,NA,NA,"4529.0",NA,NA,NA,NA,NA,"Unique","Yes",18.3,NA,26.1525,0.49,"External data (DOL ETA for US from 1985-2000)","Sample-based, overall average for Mathematica sample (Table 3 Column 1)",NA,NA,0,"1985-1996",1990,"USA",1,NA,28.40886,0,5.61666666666667,6.12299382716049,-0.506327160493827,1,1,"Chetty '08 JPE(NA)",0,0,0,0.599229328776407,"nonemp",0.527,0.266999999937176,1.973782772,1,TRUE
"63",62,60,1,"R Lalive","Lalive '07 AEAPP","Unemployment benefits, unemployment duration, and post-unemployment jobs: A regression discontinuity approach",2007,"American Economic Association Papers and Proceedings",4.425,"https://pubs.aeaweb.org/doi/abs/10.1257/aer.97.2.108","PBD","Older men",9734,"RDD","age","170.0","weeks","level-level","duration",0.08704705882,14.798,1.717,0.2611411765,"Table 1 Column 1 Row 1 (170-week extension for men), Figure 1","Get partial effect by scaling by extension. Get elasticity by scaling by 170-week PBD change and 13 week UE duration to the left of the threshold (Figure 1 and text pg 109)",NA,NA,NA,NA,NA,NA,NA,NA,"9734.0",NA,NA,NA,NA,NA,"Older men","Yes",13,NA,52,0.404,"Rules-based (Section 1, published pg 109)","Sample-based, RR for median Austrian earner in 1990 (Lalive '08; Lalive et al '15; and Lalive and Zweimuller '04)",NA,NA,1,"1989-1991",1990,"Austria",0,NA,47.81829,0,3.24046173,3.73936275528302,-0.498901025283019,2,1,"Lalive '07 AEAPP(Older men)",0,1,1,-1.01289492197277,"nonemp",0.2611411765,0.0303000000019957,8.618520676,0,TRUE
"64",62,60,2,"R Lalive","Lalive '07 AEAPP","Unemployment benefits, unemployment duration, and post-unemployment jobs: A regression discontinuity approach",2007,"American Economic Association Papers and Proceedings",4.425,"https://pubs.aeaweb.org/doi/abs/10.1257/aer.97.2.108","PBD","Older women",5659,"RDD","age","170.0","weeks","level-level","duration",0.6449705882,109.645,6.088,1.572115809,"Table 1 Column 2 Row 1 (170-week extension for women), Figure 2","Get partial effect by scaling by extension. Get elasticity by scaling by 170-week PBD change and 13 week UE duration to the left of the threshold (Figure 2 and text pg 110)",NA,NA,NA,NA,NA,NA,NA,NA,"5659.0",NA,NA,NA,NA,NA,"Older women","Yes",16,NA,52,0.404,"Rules-based (Section 1, published pg 109)","Sample-based, RR for median Austrian earner in 1990 (Lalive '08; Lalive et al '15; and Lalive and Zweimuller '04)",NA,NA,1,"1989-1991",1990,"Austria",0,NA,47.81829,0,3.24046173,3.73936275528302,-0.498901025283019,2,2,"Lalive '07 AEAPP(Older women)",0,1,1,-1.01289492197277,"nonemp",1.572115809,0.0872911764847813,18.01001971,0,TRUE
"65",63,60,1,"R Lalive","Lalive '08 JOE","How do extended benefits affect unemployment duration? A regression discontinuity approach",2008,"Journal of Econometrics",49.026,"https://www.sciencedirect.com/science/article/pii/S0304407607001170","PBD","Men",13296,"RDD","border","157.0","weeks","level-level","duration",0.08676433121,13.622,2.988,0.3470573248,"Table 2 Column 2 Panel B (men) and Figure 3","Scale partial effect by 157 week PBD change and 13-week average UE duration to the left of the boundary. Border specification is not reported in Lalive '07 P&P.",NA,NA,NA,NA,NA,NA,NA,NA,"13296.0",NA,NA,NA,NA,NA,"Men","Yes",13,NA,52,0.404,"Rules-based (Section 2.1, published pg 787)","Sample-based, RR for median Austrian earner in 1990 (Lalive '08; Lalive et al '15; and Lalive and Zweimuller '04)",NA,NA,1,"1986-1995",1990,"Austria",0,NA,47.81829,0,3.24046173,3.73936275528302,-0.498901025283019,2,1,"Lalive '08 JOE(Men)",0,1,1,0.18723783453117,"nonemp",0.3470573248,0.0761273885222452,4.558902276,0,TRUE
"66",63,60,2,"R Lalive","Lalive '08 JOE","How do extended benefits affect unemployment duration? A regression discontinuity approach",2008,"Journal of Econometrics",49.026,"https://www.sciencedirect.com/science/article/pii/S0304407607001170","PBD","Women",7091,"RDD","border","157.0","weeks","level-level","duration",0.3221656051,50.58,6.031,0.6443312102,"Table 2 Column 2 Panel B (women) and Figure 8","Scale partial effect by 157 week PBD change and 26-week average UE duration to the left of the boundary. Border specification is not reported in Lalive '07 P&P.",NA,NA,NA,NA,NA,NA,NA,NA,"7091.0",NA,NA,NA,NA,NA,"Women","Yes",26,NA,52,0.404,"Rules-based (Section 2.1, published pg 787)","Sample-based, RR for median Austrian earner in 1990 (Lalive '08; Lalive et al '15; and Lalive and Zweimuller '04)",NA,NA,1,"1986-1995",1990,"Austria",0,NA,47.81829,0,3.24046173,3.73936275528302,-0.498901025283019,2,2,"Lalive '08 JOE(Women)",0,1,1,0.18723783453117,"nonemp",0.6443312102,0.076828025483043,8.386668877,0,TRUE
"67",64,60,1,"R Lalive, C Landais, J Zweimuller","Lalive et al '15 AER","Market externalities of large unemployment insurance extension programs",2015,"American Economic Review",72.613,"https://www.aeaweb.org/articles?id=10.1257/aer.20131273","PBD",NA,NA,"DID","region and age","157.0","weeks","level-level","duration",0.2762420382,43.37,5.069,0.5815621857,"Table 2 Column 3, Table 1 Panel B Column 2","Scale partial effect by 157 week PBD change and pre-period eligible UE duration. Choose maximal controls because that's what's shown in other columns.","level-level","duration",0.1857961783,"29.17",5.444,1.402403846,"Table 2 Column 4, Table 1 Panel B Column 2","Scale partial effect by 157 week PBD change and pre-period eligible UI duration","262344.0",NA,NA,NA,NA,NA,"Unique","Yes",24.7,20.8,52,0.404,"Rules-based (Section 2, accepted pg 7)","Sample-based, overall population for median earner (Section 2, accepted pg 7)",NA,NA,1,"1980-2009",1995,"Austria",0,NA,47.81829,1,3.69978496,3.73936275528302,-0.0395777952830185,1,1,"Lalive et al '15 AER(NA)",1,0,1,0.821921615784022,"nonemp",0.5815621857,0.0679718404265883,8.555928191,0,TRUE
"68",64,60,1,"R Lalive, C Landais, J Zweimuller","Lalive et al '15 AER","Market externalities of large unemployment insurance extension programs",2015,"American Economic Review",72.613,"https://www.aeaweb.org/articles?id=10.1257/aer.20131273","PBD",NA,NA,"DID","region and age","157.0","weeks","level-level","duration",0.2762420382,43.37,5.069,0.5815621857,"Table 2 Column 3, Table 1 Panel B Column 2","Scale partial effect by 157 week PBD change and pre-period eligible UE duration. Choose maximal controls because that's what's shown in other columns.","level-level","duration",0.1857961783,"29.17",5.444,1.402403846,"Table 2 Column 4, Table 1 Panel B Column 2","Scale partial effect by 157 week PBD change and pre-period eligible UI duration","262344.0",NA,NA,NA,NA,NA,"Unique","Yes",24.7,20.8,52,0.404,"Rules-based (Section 2, accepted pg 7)","Sample-based, overall population for median earner (Section 2, accepted pg 7)",NA,NA,1,"1980-2009",1995,"Austria",0,NA,47.81829,1,3.69978496,3.73936275528302,-0.0395777952830185,1,1,"Lalive et al '15 AER(NA)",1,0,1,0.821921615784022,"claimed",1.402403846,0.261730769178154,5.358192506,0,FALSE
"69",65,60,1,"R Lalive, J Van Ours, J Zweimuller","Lalive et al '06 RESTUD","How changes in financial incentives affect the duration of unemployment",2006,"The Review of Economic Studies",58.563,"https://academic.oup.com/restud/article-abstract/73/4/1009/1572993","PBD","PBD (younger)",0.5,"DID","prior experience","9.0","weeks","level-level","hazard",0.05,0.45,0.07168141593,0.08782201405,"Table 5 Row 2 for elasticity from simulation, Table 4 Row 1 for SE","Elasticity is given, apply the overall PBD's DID SE as the measure of uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"225821.0",NA,NA,NA,NA,NA,"Applies to PBD estimation","Yes",15.24,NA,29.5,0.4,"Sample-based, overall average (Table 3 Column 1 Row 1)","Sample-based, overall average (Table 3 Column 1 Row 1)",0.04,0.09,1,"1989.0",1989,"Austria",0,NA,47.81829,0,3.13262777,3.73936275528302,-0.606734985283019,2,1,"Lalive et al '06 RESTUD(PBD (younger))",1,0,1,0.44386136536631,"nonemp",0.08782201405,0.0139893473703013,6.277777778,1,TRUE
"70",65,60,1,"R Lalive, J Van Ours, J Zweimuller","Lalive et al '06 RESTUD","How changes in financial incentives affect the duration of unemployment",2006,"The Review of Economic Studies",58.563,"https://academic.oup.com/restud/article-abstract/73/4/1009/1572993","PBD","PBD (older)",0.5,"DID","prior experience","22.0","weeks","level-level","hazard",0.1031818182,2.27,0.3615929204,0.168689621,"Table 5 Row 3 for elasticity from simulation, Table 4 Row 1 for SE","Elasticity is given, apply the overall PBD's DID SE as the measure of uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"225821.0",NA,NA,NA,NA,NA,"Applies to PBD estimation","Yes",15.24,NA,29.5,0.4,"Sample-based, overall average (Table 3 Column 1 Row 1)","Sample-based, overall average (Table 3 Column 1 Row 1)",0.04,0.09,1,"1989.0",1989,"Austria",0,NA,47.81829,0,3.13262777,3.73936275528302,-0.606734985283019,2,2,"Lalive et al '06 RESTUD(PBD (older))",1,0,1,0.44386136536631,"nonemp",0.168689621,0.0268709130786948,6.277777778,1,TRUE
"71",65,60,2,"R Lalive, J Van Ours, J Zweimuller","Lalive et al '06 RESTUD","How changes in financial incentives affect the duration of unemployment",2006,"The Review of Economic Studies",58.563,"https://academic.oup.com/restud/article-abstract/73/4/1009/1572993","RR","RR (overall)",NA,"DID","prior income","4.6","RR ppt","level-level","hazard",0.08260869565,0.38,0.095,0.1660194175,"Table 5 Row 4 for elasticity from simulation, Table 4 Row 2 for SE","Elasticity is given, apply the RR's DID SE as the measure of uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"225821.0",NA,NA,NA,NA,NA,"Applies to RR estimation","Yes",NA,NA,25.1,0.414,"Sample-based, overall average (Table 3 Column 1 Row 2)","Sample-based, overall average (Table 3 Column 1 Row 2)",NA,NA,1,"1989.0",1989,"Austria",0,NA,47.81829,0,3.13262777,3.73936275528302,-0.606734985283019,1,1,"Lalive et al '06 RESTUD(RR (overall))",1,0,0,0.44386136536631,"nonemp",0.1660194175,0.041504854375,4,1,TRUE
"72",66,60,1,"R Lalive, J Zweimuller","Lalive & Zweimuller '04 JPubEc","Benefit entitlement and unemployment duration: The role of policy endogeneity",2004,"Journal of Public Economics",37.117,"https://www.sciencedirect.com/science/article/pii/S0047272703001427","PBD",NA,NA,"DID","region and prior employment","179.0","weeks","level-level","hazard",0.055,0.1855,0.076,0.08782122905,"Table 4 bottom row for elasticity, Table 3 for SE","Strategy IV is described as the one with the least policy endogeneity. Scale given percent change in UE by percent change in PBD in Table 4 for elasticity.  Use t-stat Table 3 Column 4, where the introduction and abolition DID estimates are identical; average the SEs of these two.",NA,NA,NA,NA,NA,NA,NA,NA,"22091.0",NA,NA,NA,NA,NA,"Unique","Yes",15.08285714,NA,30,0.404,"Rules-based (Section 2.1, published pg 2590)","Sample-based, overall population for median earner (Section 2.1 pg 2591)",NA,NA,1,"1989.0",1989,"Austria",0,NA,47.81829,0,3.13262777,3.73936275528302,-0.606734985283019,1,1,"Lalive & Zweimuller '04 JPubEc(NA)",1,0,1,-0.133211953527516,"nonemp",0.08782122905,0.0359806652665039,2.440789474,1,TRUE
"73",67,44,1,"R Moffitt","Moffitt '85 JOE","Unemployment insurance and the distribution of unemployment spells",1985,"Journal of Econometrics",49.026,"https://www.sciencedirect.com/science/article/pii/0304407685900685","PBD",NA,NA,"cross-sectional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"log-level","hazard",0.15,"-0.014",0.002,0.4768542318,"Table 3 Column 4","evaluate at PBD=26 to be consistent with the preferred simulation","4628.0",NA,NA,0.16,"Simulation of hazard model (Table 4)",1,"Applies to both PBD and RR","Yes",NA,13,34.3,0.6123058542,"Sample-based, overall average (Table 1)","Sample-based, overall sample average (Table 1)",0.06,0.11,1,"1978-1980",1979,"USA",1,NA,28.40886,0,5.85,6.12299382716049,-0.272993827160494,1,1,"Moffitt '85 JOE(NA)",0,0,1,0.18723783453117,"claimed",0.16,0.0228571428571429,7,1,FALSE
"74",67,44,1,"R Moffitt","Moffitt '85 JOE","Unemployment insurance and the distribution of unemployment spells",1985,"Journal of Econometrics",49.026,"https://www.sciencedirect.com/science/article/pii/0304407685900685","RR",NA,NA,"cross-sectional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"log-level","hazard",NA,"-0.063",0.001,0.6258293947,"Table 3 Column 4","evaluate at PBD=26 to be consistent with the preferred simulation","4628.0",NA,NA,0.36,"Simulation of hazard model (Table 4)",1,"Applies to both PBD and RR","Yes",NA,13,34.3,0.6123058542,"Sample-based, overall average (Table 1)","Sample-based, overall sample average (Table 1)",0.06,0.11,1,"1978-1980",1979,"USA",1,NA,28.40886,0,5.85,6.12299382716049,-0.272993827160494,1,1,"Moffitt '85 JOE(NA)",0,0,0,0.18723783453117,"claimed",0.36,0.00571428571428571,63,1,FALSE
"75",69,62,1,"R Uusitalo, J Verho","Uusitalo & Verho '10 Labour Econ.","The effect of unemployment benefits on re-employment rates: Evidence from the Finnish unemployment insurance reform",2010,"Labour Economics",19.287,"https://www.sciencedirect.com/science/article/pii/S0927537110000126","RR",NA,NA,"DID","prior experience","15.0","RR percent","log-level","hazard",0.5892857143,-0.185,0.059,0.5967648637,"Table 3 Column 1 Row 1","Exponentiate hazard and scale by 15% change. Partial effect derived from elasticity simulation and change in replacement rate for median earner.",NA,NA,NA,NA,NA,NA,NA,NA,"14390.0",0.79,"Simulation (pg 650)",NA,NA,1,"Unique","Yes",127,NA,100,0.522,"Sample-based, scale pre-period treatment group's daily allowance by 20 and divide by prior monthly wage (Table 1 Column 3)","Rules-based, 500 days for 5 days/week (Section 2)",NA,NA,1,"2003.0",2003,"Finland",0,NA,42.7084,0,10.47,10.0122580645161,0.457741935483872,1,1,"Uusitalo & Verho '10 Labour Econ.(NA)",1,0,0,-0.612985210819175,"nonemp",0.79,0.251945945973183,3.13559322,1,TRUE
"76",70,60,1,"R Winter-Ebmer","Winter-Ebmer '98 OBES","Potential unemployment benefit duration and spell length: lessons from a quasiâ€experiment in Austria",1998,"Oxford Bulletin of Economics and Statistics",25.743,"https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-0084.00085","RR",NA,NA,"DID","region and age","157.0","weeks","level-level","duration",0.03057324841,33.6,12.68,0.06550125027,"Table 1","Scale DDD by 157-week change to get partial effect, scale that by 52-week baseline and the treated group's post-UE duration less the DDD estimate. Ensure that both units are in terms of weeks.",NA,NA,NA,NA,NA,NA,NA,NA,"77837.0",NA,NA,NA,NA,NA,"Unique","Yes",11.28571429,NA,52,0.45,"Rules-based (Section 2, published pg 35)","Sample-based, average RR mentioned in text (Section 2, published pg 35)",NA,NA,1,"1988.0",1988,"Austria",0,NA,47.81829,0,3.56373375,3.73936275528302,-0.175629005283019,1,1,"Winter-Ebmer '98 OBES(NA)",1,0,0,-0.439265853047164,"nonemp",0.06550125027,0.0247189242117725,2.649842271,0,TRUE
"77",72,65,1,"RH Topel","Topel '84 JOLE","Equilibrium earnings, turnover, and unemployment: New evidence",1984,"Journal of Labor Economics",52.902,"https://www.journals.uchicago.edu/doi/abs/10.1086/298044","RR","Temporary layoff",0.43,"cross-sectional",NA,NA,NA,"log-level","hazard",NA,-0.314,0.09751552795,0.5064516129,"Table 3 Column 3 Row 6 and Table 2","Exponentiate hazard and scale by average RR",NA,NA,NA,NA,NA,NA,NA,NA,"1902.1857",NA,NA,NA,NA,NA,"Applies to both Permanent layoff and Temporary layoff","Yes",NA,NA,26.945,0.62,"External data (DOL ETA for US from 1977-1980)","Sample-based, overall average (Table 2)",NA,NA,0,"1977-1980",1978,"USA",1,NA,28.40886,1,6.06666666666667,6.12299382716049,-0.0563271604938276,2,1,"Topel '84 JOLE(Temporary layoff)",0,0,0,0.29153402888128,"nonemp",0.5064516129,0.157283109596273,3.22,1,TRUE
"78",72,65,1,"RH Topel","Topel '84 JOLE","Equilibrium earnings, turnover, and unemployment: New evidence",1984,"Journal of Labor Economics",52.902,"https://www.journals.uchicago.edu/doi/abs/10.1086/298044","RR","Permanent layoff",0.57,"cross-sectional",NA,NA,NA,"log-level","hazard",NA,-0.396,0.185915493,0.6387096774,"Table 3 Column 3 Row 6 and Table 2","Exponentiate hazard and scale by average RR",NA,NA,NA,NA,NA,NA,NA,NA,"1413.2705",NA,NA,NA,NA,NA,"Applies to both Permanent layoff and Temporary layoff","Yes",NA,NA,26.945,0.62,"External data (DOL ETA for US from 1977-1980)","Sample-based, overall average (Table 2)",NA,NA,0,"1977-1980",1978,"USA",1,NA,28.40886,1,6.06666666666667,6.12299382716049,-0.0563271604938276,2,2,"Topel '84 JOLE(Permanent layoff)",0,0,0,0.29153402888128,"nonemp",0.6387096774,0.299863698309859,2.13,1,TRUE
"79",78,71,1,"T Kyyra, H Pesola","Kyyra & Pesola '20 Labour Econ.","The effects of unemployment benefit duration: Evidence from residual benefit duration",2020,"Labour Economics",19.287,"https://www.sciencedirect.com/science/article/pii/S0927537120300634","PBD",NA,NA,"DID","prior experience","100.0","weeks","level-level","duration",0.155,0.155,0.02,0.5547368421,"Table 2 Column 4 and text (footnote 12)","Fn. 12 describes elasticity calculation of scaling causal effect by average PBD and pre-period control UE duration among non-misclassified admin records; this is partial effect * 68 PBD / 19 UE. Text in intro and conclusion quote it as 0.5 (while it's 0.554 when calculated).",NA,NA,NA,NA,NA,NA,NA,NA,"115220",NA,NA,NA,NA,NA,"Unique","Yes",19,NA,79.7,0.4879541109,"Sample-based (Table 1 Column 7)","Sample-based, scale pre-period sample's daily allowance by 20 and divide by prior monthly wage (Table 1 Column 7)",NA,NA,1,"2003.0",2003,"Finland",0,NA,42.7084,0,10.47,10.0122580645161,0.457741935483872,1,1,"Kyyra & Pesola '20 Labour Econ.(NA)",1,0,1,-0.612985210819175,"nonemp",0.5547368421,0.0715789473677419,7.75,0,TRUE
